AgentID,Episode,AverageAngle
26950,24,0.1585441
27400,24,0.1691838
24586,25,0.216743
25002,25,0.2561961
25166,25,1.373306
25474,25,2.182932
26950,25,1.203698
27400,25,2.561986
24586,26,0.5152857
25002,26,1.884244
25166,26,0.1170507
25474,26,0.2569657
26950,26,0.1905741
27400,26,2.574439
24586,27,2.763091
25002,27,1.786134
25166,27,2.106946
25474,27,0.2399569
26950,27,0.2094742
27400,27,0.2723754
24586,28,1.782588
25002,28,0.3439026
25166,28,0.1505912
25474,28,0.7731616
26950,28,2.217872
27400,28,0.5090674
24586,29,0.2528152
25002,29,0.1794929
25166,29,0.134281
25474,29,0.1274977
26950,29,0.2171376
27400,29,0.1652582
24586,30,0.1604826
25002,30,0.298167
25166,30,0.2090114
25474,30,0.1199108
26950,30,0.5753833
27400,30,0.2265345
24586,31,0.1849186
25002,31,0.1854857
25166,31,0.2082586
25474,31,0.2288198
26950,31,0.2069713
27400,31,0.4613274
24586,32,1.848531
25002,32,0.2067699
25166,32,0.1251494
25474,32,0.4623706
26950,32,1.202111
27400,32,0.1693808
24586,33,0.1587218
25002,33,2.046877
25166,33,2.345897
25474,33,0.19433
26950,33,0.2274591
27400,33,0.1997048
24586,34,0.2594135
25002,34,0.1437373
25166,34,0.2064866
25474,34,0.1714904
26950,34,0.2439182
27400,34,0.3347881
24586,35,0.1570326
25002,35,0.1316128
25166,35,0.1626309
25474,35,0.3617756
26950,35,0.1399181
27400,35,0.5348616
24586,36,0.1105799
25002,36,0.190504
25166,36,0.5871179
25474,36,0.1990921
26950,36,0.1596093
27400,36,0.1118151
24586,37,0.2153188
25002,37,0.1047959
25166,37,0.155077
25474,37,0.2443912
26950,37,0.117662
27400,37,0.2971171
24586,38,0.2013226
25002,38,0.1510598
25166,38,0.217986
25474,38,0.1802197
26950,38,0.5177054
27400,38,0.3107889
24586,39,0.1011713
25002,39,0.09898604
25166,39,0.1706948
25474,39,0.1238823
26950,39,0.1408315
27400,39,0.1682576
24586,40,1.923105
25002,40,0.4406703
25166,40,0.2119809
25474,40,0.2077995
26950,40,2.282255
27400,40,0.5766321
24586,41,0.9348716
25002,41,2.280834
25166,41,0.1212827
25474,41,0.3320813
26950,41,0.0935907
27400,41,0.1588502
24586,42,2.807085
25002,42,2.1821
25166,42,0.1087998
25474,42,0.1178249
26950,42,2.308108
27400,42,0.1716722
24586,43,2.098206
25002,43,0.1763538
25166,43,0.2232199
25474,43,0.1483548
26950,43,0.09610188
27400,43,0.1078354
24586,44,2.134294
25002,44,0.1333339
25166,44,2.304872
25474,44,0.1367477
26950,44,0.1610833
27400,44,0.2591797
24586,45,0.1405543
25002,45,2.256009
25166,45,0.192764
25474,45,0.1367978
26950,45,1.057808
27400,45,2.833114
24586,46,0.107083
25002,46,0.6769392
25166,46,2.152232
25474,46,1.324505
26950,46,1.29944
27400,46,0.3892904
24586,47,0.1537069
25002,47,0.09517209
25166,47,0.07300422
25474,47,0.1721115
26950,47,2.237188
27400,47,0.1099157
24586,48,0.2159655
25002,48,0.4210639
25166,48,2.091427
25474,48,0.1782476
26950,48,2.086347
27400,48,0.1274254
24586,49,0.1389035
25002,49,2.153281
25166,49,0.4332281
25474,49,0.3089836
26950,49,0.1194866
27400,49,0.1529807
24586,50,0.05806195
25002,50,0.1602132
25166,50,0.1816023
25474,50,0.090249
26950,50,0.3308624
27400,50,1.911179
24586,51,0.2910416
25002,51,0.16436
25166,51,0.07782534
25474,51,2.305398
26950,51,0.1392981
27400,51,0.1360662
24586,52,0.170886
25002,52,0.1378434
25166,52,0.1298505
25474,52,0.1689967
26950,52,0.1579732
27400,52,0.08892681
24586,53,0.1896611
25002,53,0.1580727
25166,53,0.07820755
25474,53,0.4042132
26950,53,0.08179582
27400,53,0.2108912
24586,54,2.318288
25002,54,0.1645792
25166,54,0.1633023
25474,54,0.2073737
26950,54,0.3426464
27400,54,0.1317578
24586,55,2.016481
25002,55,2.255611
25166,55,1.283381
25474,55,0.1217973
26950,55,0.08909245
27400,55,0.2094066
24586,56,1.375167
25002,56,0.2975638
25166,56,0.09643445
25474,56,0.1588709
26950,56,0.2265861
27400,56,0.08108816
24586,57,0.1233202
25002,57,0.1498885
25166,57,0.05533316
25474,57,0.09538635
26950,57,0.2152157
27400,57,0.09293824
24586,58,0.1636242
25002,58,0.09970628
25166,58,0.2044158
25474,58,0.1257759
26950,58,0.1443207
27400,58,0.1120052
24586,59,0.1734995
25002,59,0.1089821
25166,59,0.1699265
25474,59,0.26592
26950,59,0.1629723
27400,59,0.5176374
24586,60,0.1679225
25002,60,0.26057
25166,60,0.1017767
25474,60,0.1122621
26950,60,0.9366676
27400,60,0.1549276
24586,61,0.1553196
25002,61,0.1140765
25166,61,0.1617486
25474,61,0.09873772
26950,61,0.1131631
27400,61,0.1203713
24586,62,0.1327672
25002,62,0.1955855
25166,62,0.1650929
25474,62,0.1788682
26950,62,0.3371673
27400,62,0.1354252
24586,63,2.640319
25002,63,0.1186492
25166,63,0.9953882
25474,63,0.1329202
26950,63,0.2405825
27400,63,0.07707828
24586,64,0.07134386
25002,64,0.1266658
25166,64,0.08643719
25474,64,0.1556668
26950,64,0.1668821
27400,64,0.2112958
24586,65,0.4260173
25002,65,0.8487025
25166,65,0.168465
25474,65,0.6772016
26950,65,0.2144373
27400,65,0.08164968
24586,66,0.3051287
25002,66,0.1590862
25166,66,0.1081194
25474,66,0.5817583
26950,66,2.035343
27400,66,0.09647535
24586,67,2.77785
25002,67,0.3494438
25166,67,0.1961826
25474,67,0.07794407
26950,67,0.1488471
27400,67,0.1028008
24586,68,0.1307714
25002,68,0.2172121
25166,68,0.09702688
25474,68,0.867874
26950,68,0.1208422
27400,68,0.09508918
24586,69,0.8085198
25002,69,0.1745599
25166,69,0.11627
25474,69,0.4273732
26950,69,0.1001672
27400,69,0.07305916
24586,70,2.166664
25002,70,0.0626475
25166,70,0.1394541
25474,70,0.1480296
26950,70,0.2195636
27400,70,0.1553759
24586,71,0.1666138
25002,71,0.5056565
25166,71,0.1124539
25474,71,0.4293099
26950,71,0.3080614
27400,71,0.0982398
24586,72,0.1193144
25002,72,0.1481203
25166,72,0.093064
25474,72,0.360599
26950,72,0.1467872
27400,72,0.1639158
24586,73,0.2747685
25002,73,0.13954
25166,73,2.076647
25474,73,0.06268901
26950,73,0.10727
27400,73,0.9195549
24586,74,0.1423506
25002,74,0.4093264
25166,74,2.194031
25474,74,0.3587186
26950,74,0.1227195
27400,74,0.06866873
24586,75,0.1707942
25002,75,2.494784
25166,75,0.1173248
25474,75,0.1742375
26950,75,0.1128997
27400,75,0.07372926
24586,76,0.0819326
25002,76,0.1880661
25166,76,0.4708102
25474,76,0.1164568
26950,76,2.255277
27400,76,0.08850443
24586,77,0.5164241
25002,77,0.1953238
25166,77,0.08706135
25474,77,0.6692818
26950,77,0.1784431
27400,77,2.69434
24586,78,0.2952607
25002,78,0.3098847
25166,78,0.1069111
25474,78,0.1102646
26950,78,0.1892745
27400,78,0.09998901
24586,79,0.06872769
25002,79,0.1909861
25166,79,0.09366703
25474,79,0.894692
26950,79,0.1143658
27400,79,0.103761
24586,80,0.9994295
25002,80,0.1734353
25166,80,0.09532162
25474,80,0.09687728
26950,80,0.1152032
27400,80,0.2711187
24586,81,0.7349135
25002,81,0.1395375
25166,81,0.8
25474,81,0.1134646
26950,81,0.08350122
27400,81,0.3953278
24586,82,0.04928264
25002,82,0.0507974
25166,82,0.242826
25474,82,0.4769255
26950,82,0.2547083
27400,82,0.093703
24586,83,0.07782713
25002,83,0.6745542
25166,83,0.09453065
25474,83,0.3272643
26950,83,0.3046615
27400,83,0.1345381
24586,84,0.6432108
25002,84,2.146266
25166,84,0.1108343
25474,84,0.775601
26950,84,1.953197
27400,84,0.1313264
24586,85,0.1121559
25002,85,0.06468371
25166,85,0.1081793
25474,85,0.07511853
26950,85,0.08135471
27400,85,0.2333907
24586,86,0.1078354
25002,86,0.1771626
25166,86,1.616961
25474,86,0.745633
26950,86,0.100012
27400,86,0.0731383
24586,87,0.07321826
25002,87,0.06042128
25166,87,0.696541
25474,87,0.3389924
26950,87,1.544047
27400,87,0.04736981
24586,88,0.1954089
25002,88,0.09602852
25166,88,0.399946
25474,88,0.7347412
26950,88,0.08088722
27400,88,0.3181616
24586,89,0.07963004
25002,89,0.09306762
25166,89,0.1601455
25474,89,0.2721736
26950,89,0.08953953
27400,89,0.3095465
24586,90,0.2377302
25002,90,0.2242787
25166,90,0.1135727
25474,90,0.1345396
26950,90,0.3589557
27400,90,0.06226056
24586,91,0.2649045
25002,91,0.9376222
25166,91,1.023224
25474,91,0.2424318
26950,91,0.760809
27400,91,0.3920195
24586,92,0.06552479
25002,92,0.09145744
25166,92,0.0866706
25474,92,0.06092764
26950,92,0.09911118
27400,92,1.051123
24586,93,0.9152223
25002,93,0.3097594
25166,93,0.07322158
25474,93,0.09368584
26950,93,2.183197
27400,93,0.102373
24586,94,0.4767569
25002,94,0.09273373
25166,94,0.09043618
25474,94,0.08397879
26950,94,2.183092
27400,94,0.2598763
24586,95,0.03970874
25002,95,0.06527431
25166,95,0.07748214
25474,95,0.2340913
26950,95,0.2418495
27400,95,0.07258807
24586,96,0.07854409
25002,96,0.3437315
25166,96,1.123221
25474,96,0.08641683
26950,96,0.07125629
27400,96,0.09021045
24586,97,0.8889769
25002,97,0.1256994
25166,97,0.07566339
25474,97,0.1107355
26950,97,0.06108921
27400,97,0.4858857
24586,98,0.04851601
25002,98,0.07876091
25166,98,0.0874849
25474,98,0.1430663
26950,98,0.09217486
27400,98,0.07587077
24586,99,0.06280544
25002,99,0.296403
25166,99,0.08174819
25474,99,0.08675687
26950,99,0.06751061
27400,99,0.07315331
24586,100,0.08455948
25002,100,0.1054715
25166,100,0.06490599
25474,100,0.9455072
26950,100,0.2598949
27400,100,0.07316467
24586,101,0.2719491
25002,101,0.3378263
25166,101,0.08721031
25474,101,0.05435028
26950,101,0.09243418
27400,101,0.9270361
24586,102,0.4256
25002,102,0.06482938
25166,102,0.04994198
25474,102,0.8838228
26950,102,0.3936777
27400,102,0.09032211
24586,103,0.07303882
25002,103,0.04716351
25166,103,0.4993061
25474,103,0.05265001
26950,103,0.3114332
27400,103,0.06391868
24586,104,0.06852657
25002,104,0.317761
25166,104,0.1696881
25474,104,0.9017996
26950,104,0.06267294
27400,104,0.0542091
24586,105,0.04163107
25002,105,0.07670315
25166,105,0.8990177
25474,105,0.6951044
26950,105,0.1513682
27400,105,0.07959761
24586,106,0.07993487
25002,106,1.801875
25166,106,0.7280442
25474,106,0.2029157
26950,106,0.1100921
27400,106,0.2562957
24586,107,0.4013012
25002,107,0.2598337
25166,107,0.08325902
25474,107,2.355804
26950,107,0.05774815
27400,107,0.2798005
24586,108,0.06253121
25002,108,0.06341862
25166,108,0.1055509
25474,108,0.2848357
26950,108,0.06444409
27400,108,0.05931726
24586,109,0.1100379
25002,109,0.05875086
25166,109,0.06061895
25474,109,0.06886139
26950,109,0.2655281
27400,109,0.0791996
24586,110,0.719597
25002,110,0.07963954
25166,110,0.2026376
25474,110,0.05029488
26950,110,0.5893294
27400,110,0.05843268
24586,111,0.0573305
25002,111,0.06143477
25166,111,0.4674068
25474,111,0.06435808
26950,111,0.4199106
27400,111,0.06463061
25002,TrainingEnd,0.0586627
26950,TrainingEnd,0.08328991
27400,TrainingEnd,0.2972163
25474,TrainingEnd,0.4853877
24586,TrainingEnd,0.5923063
25166,TrainingEnd,0.06071971
