AgentID,Episode,AverageAngle
34034,23,0.7481103
34342,23,0.3353581
35818,23,0.1452477
36268,23,0.3663232
33454,24,0.2157153
33870,24,0.2411134
34034,24,0.1947524
34342,24,0.2794214
35818,24,0.5125989
36268,24,0.5611574
33454,25,0.4762746
33870,25,0.1872907
34034,25,1.661698
34342,25,0.168603
35818,25,0.1664799
36268,25,0.2528456
33454,26,0.2052357
33870,26,0.8920147
34034,26,2.732719
34342,26,0.1713454
35818,26,0.4977999
36268,26,0.2326248
33454,27,0.2826435
33870,27,1.443167
34034,27,2.566197
34342,27,1.845475
35818,27,0.5059177
36268,27,0.1606557
33454,28,0.1676772
33870,28,1.565602
34034,28,0.9032208
34342,28,0.144121
35818,28,0.1424807
36268,28,0.3321422
33454,29,0.4861544
33870,29,0.5259462
34034,29,0.1498725
34342,29,0.3444187
35818,29,0.07480234
36268,29,0.1247581
33454,30,0.1935718
33870,30,0.1260808
34034,30,0.1239597
34342,30,0.1559419
35818,30,0.1863365
36268,30,0.8903791
33454,31,0.1697208
33870,31,0.5547163
34034,31,0.4934045
34342,31,0.4833589
35818,31,0.3666572
36268,31,0.1219684
33454,32,0.1425065
33870,32,0.1689039
34034,32,0.3508427
34342,32,0.17392
35818,32,0.4527534
36268,32,0.1837554
33454,33,0.1567822
33870,33,1.354222
34034,33,0.1928678
34342,33,0.2391964
35818,33,0.2570604
36268,33,0.9782764
33454,34,0.1995238
33870,34,0.8002431
34034,34,0.5502077
34342,34,1.464436
35818,34,0.2010826
36268,34,0.5271456
33454,35,0.4030861
33870,35,0.192164
34034,35,0.3249146
34342,35,0.1660371
35818,35,0.1853281
36268,35,0.1254793
33454,36,0.9239004
33870,36,0.3652745
34034,36,0.4403114
34342,36,0.8502839
35818,36,0.164383
36268,36,0.1468055
33454,37,0.1718431
33870,37,0.08545534
34034,37,0.09749059
34342,37,0.1089771
35818,37,0.1543237
36268,37,0.5653535
33454,38,0.07428733
33870,38,1.240981
34034,38,0.1005453
34342,38,0.1382553
35818,38,0.6388264
36268,38,2.033611
33454,39,0.1826935
33870,39,0.140276
34034,39,0.09774893
34342,39,0.1535026
35818,39,0.09777456
36268,39,0.1583383
33454,40,0.1895218
33870,40,0.1156434
34034,40,0.1235025
34342,40,0.146681
35818,40,0.08218993
36268,40,0.8136745
33454,41,0.6012442
33870,41,0.6791952
34034,41,0.1135686
34342,41,0.1372592
35818,41,0.5395775
36268,41,0.1757469
33454,42,1.868486
33870,42,0.2514265
34034,42,0.2393311
34342,42,0.09577995
35818,42,0.2078232
36268,42,0.1291168
33454,43,0.3932096
33870,43,0.6244238
34034,43,0.5582445
34342,43,0.4120571
35818,43,0.1453226
36268,43,0.0760737
33454,44,2.025152
33870,44,0.3007434
34034,44,0.3722842
34342,44,0.5333551
35818,44,1.982225
36268,44,0.1983195
33454,45,0.1099849
33870,45,0.2266378
34034,45,0.1533782
34342,45,0.4716543
35818,45,0.3949836
36268,45,2.085195
33454,46,0.0866427
33870,46,0.4925082
34034,46,0.09561579
34342,46,0.4287116
35818,46,0.5640552
36268,46,0.1404053
34342,TrainingEnd,1.044596
33454,TrainingEnd,0.9757039
34034,TrainingEnd,0.1694172
36268,TrainingEnd,0.4620686
33870,TrainingEnd,0.1246009
35818,TrainingEnd,0.1578024
